id,usefors,description,name,refId
"1921","","I can use my knowledge of the interactions and energy flow between plants and animals in ecosystems, food chains and webs. I have contributed to the design or conservation of a wildlife area.","SCN 2-02a","tcm:4-518496"
"1922","","Through carrying out practical activities and investigations, I can show how plants have benefited society.","SCN 2-02b","tcm:4-518497"
"1923","","I have collaborated in the design of an investigation into the effects of fertilisers on the growth of plants. I can express an informed view of the risks and benefits of their use.","SCN 2-03a","tcm:4-518503"
"1924","","I can sample and identify living things from different habitats to compare their biodiversity and can suggest reasons for their distribution.","SCN 3-01a","tcm:4-518494"
"1925","","I have collaborated on investigations into the process of photosynthesis and I can demonstrate my understanding of why plants are vital to sustaining life on Earth.","SCN 3-02a","tcm:4-518500"
"1926","","Through investigations and based on experimental evidence, I can explain the use of different types of chemicals in agriculture and their alternatives and can evaluate their potential impact on the world's food production.","SCN 3-03a","tcm:4-518510"
"1927","","I understand how animal and plant species depend on each other and how living things are adapted for survival. I can predict the impact of population growth and natural hazards on biodiversity.","SCN 4-01a","tcm:4-518495"
"1928","","I have propagated and grown plants using a variety of different methods. I can compare these methods and develop my understanding of their commercial use.","SCN 4-02a","tcm:4-518499"
"1929","","I can contribute to the design of an investigation to show the effects of different factors on the rate of aerobic respiration and explain my findings.","SCN 4-02b","tcm:4-518501"
"1930","","Through investigating the nitrogen cycle and evaluating results from practical experiments, I can suggest a design for a fertiliser, taking account of its environmental impact.","SCN 4-03a","tcm:4-518504"
"1931","","","Energy sources and sustainability","tcm:4-518464"
"1932","","I have experienced, used and described a wide range of toys and common appliances. I can say 'what makes it go' and say what they do when they work.","SCN 0-04a","tcm:4-518506"
"1933","","I am aware of different types of energy around me and can show their importance to everyday life and my survival.","SCN 1-04a","tcm:4-518507"
"1934","","By considering examples where energy is conserved, I can identify the energy source, how it is transferred and ways of reducing wasted energy.","SCN 2-04a","tcm:4-518511"
"1935","","Through exploring non-renewable energy sources, I can describe how they are used in Scotland today and express an informed view on the implications for their future use.","SCN 2-04b","tcm:4-518508"
"1936","","I can use my knowledge of the different ways in which heat is transferred between hot and cold objects and the thermal conductivity of materials to improve energy efficiency in buildings or other systems.","SCN 3-04a","tcm:4-518517"
"1937","","By investigating renewable energy sources and taking part in practical activities to harness them, I can discuss their benefits and potential problems.","SCN 3-04b","tcm:4-518512"
"1938","","By contributing to an investigation on different ways of meeting society's energy needs, I can express an informed view on the risks and benefits of different energy sources, including those produced from plants.","SCN 4-04a","tcm:4-518515"
"1939","","Through investigation, I can explain the formation and use of fossil fuels and contribute to discussions on the responsible use and conservation of finite resources.","SCN 4-04b","tcm:4-518514"
"1940","","","Processes of the planet","tcm:4-518469"
"1941","","By investigating how water can change from one form to another, I can relate my findings to everyday experiences.","SCN 0-05a","tcm:4-518534"
"1942","","By investigating how water can change from one form to another, I can relate my findings to everyday experiences.","SCN 1-05a","tcm:4-518535"
"1943","","I can apply my knowledge of how water changes state to help me understand the processes involved in the water cycle in nature over time.","SCN 2-05a","tcm:4-518533"
"1944","","By contributing to experiments and investigations, I can develop my understanding of models of matter and can apply this to changes of state and the energy involved as they occur in nature.","SCN 3-05a","tcm:4-518538"
"1945","","I can explain some of the processes which contribute to climate change and discuss the possible impact of atmospheric change on the survival of living things.","SCN 3-05b","tcm:4-518536"
"1946","","I have developed my understanding of the kinetic model of a gas. I can describe the qualitative relationships between pressure, volume and temperature of gases.","SCN 4-05a","tcm:4-518551"
"1947","","Through exploring the carbon cycle, I can describe the processes involved in maintaining the balance of gases in the air, considering causes and implications of changes in the balance.","SCN 4-05b","tcm:4-518539"
"1948","","","Space","tcm:4-518488"
"1949","","I have experienced the wonder of looking at the vastness of the sky, and can recognise the sun, moon and stars and link them to daily patterns of life.","SCN 0-06a","tcm:4-518727"
"1950","","By safely observing and recording the sun and moon at various times, I can describe their patterns of movement and changes over time. I can relate these to the length of a day, a month and a year.","SCN 1-06a","tcm:4-518552"
"1951","","By observing or researching features of our solar system, I can use simple models to communicate my understanding of size, scale, time and relative motion within it.","SCN 2-06a","tcm:4-518555"
"1952","","By using my knowledge of our solar system and the basic needs of living things, I can produce a reasoned argument on the likelihood of life existing elsewhere in the universe.","SCN 3-06a","tcm:4-518556"
"1953","","By researching developments used to observe or explore space, I can illustrate how our knowledge of the universe has evolved over time.","SCN 4-06a","tcm:4-518725"
"1954","","","Topical science","tcm:4-518462"
"1955","","","Topical science","tcm:4-518472"
