course_id,crb,programme_owner,programme_identifier,programme_owner_identifier,title,level,credits,subject_1,subject_2,description,target,approval_date,review_date,private,archived
23625,SQA Awarding Body,SQA Awarding Body,C26111,SQA/AB,Skills for Work Health Sector,5,24,Health and Social Care,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,01/01/1970,0,0
23624,SQA Awarding Body,SQA Awarding Body,C26611,SQA/AB,Skills for Work Laboratory Science,5,24,Sciences,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,01/01/1970,0,0
23623,SQA Awarding Body,SQA Awarding Body,C26911,SQA/AB,Skills for Work Maritime Skills,5,24,Personal Development,Other,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,01/01/1970,0,0
23622,SQA Awarding Body,SQA Awarding Body,C27611,SQA/AB,Skills for Work Creative Industries,5,24,Creative Industries,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,01/01/1970,0,0
23621,SQA Awarding Body,SQA Awarding Body,C24512,SQA/AB,Skills for Work Health and Social Care,6,24,Health and Social Care,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,01/01/1970,0,0
23620,SQA Awarding Body,SQA Awarding Body,C26212,SQA/AB,Skills for Work Beauty,6,24,Personal Services,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23619,SQA Awarding Body,SQA Awarding Body,G9D243,SQA/AB,Award Employability Award,3,6,Personal Development,Other,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23618,SQA Awarding Body,SQA Awarding Body,GD1M43,SQA/AB,National Certificate Employability and Citizenship,3,54,Personal Development,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,01/01/1970,0,0
23617,SQA Awarding Body,SQA Awarding Body,G97644,SQA/AB,National Progression Award Enterprise and Employability,4,24,Business and Administration,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,01/01/1970,0,0
23616,SQA Awarding Body,SQA Awarding Body,G9CY44,SQA/AB,Award Employability Award,4,6,Personal Development,Other,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,01/01/1970,0,0
23615,SQA Awarding Body,SQA Awarding Body,GF7044,SQA/AB,National Certificate ESOL for Employability,4,72,Personal Development,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2012,01/01/1970,0,0
23614,SQA Awarding Body,SQA Awarding Body,GF9744,SQA/AB,National Progression Award Contact Centre Employability Skills,4,,Personal Development,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2012,01/01/1970,0,0
23613,SQA Awarding Body,SQA Awarding Body,G9AH45,SQA/AB,National Progression Award Enterprise and Employability,5,24,Business and Administration,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,01/01/1970,0,0
23612,SQA Awarding Body,SQA Awarding Body,GF7045,SQA/AB,National Certificate ESOL for Employability,5,42,Personal Development,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2012,01/01/1970,0,0
23611,SQA Awarding Body,SQA Awarding Body,G8KT47,SQA/AB,Professional Development Award Enterprise and Employability,7,44,Personal Development,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,31/07/2013,0,0
23602,SQA Awarding Body,SQA Awarding Body,GF6149,,Professional Development Award Intelligence Analysis,9,40,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2012,0000-00-00,0,0
23601,SQA Awarding Body,SQA Awarding Body,GC6G49,,Professional Development Award Leading Change,9,27,Management,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/06/2011,0000-00-00,0,0
23600,SQA Awarding Body,SQA Awarding Body,GC6F49,,Professional Development Award Planning and Implementing Change,9,26,Management,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/06/2011,0000-00-00,0,0
23599,SQA Awarding Body,SQA Awarding Body,GA5349,,Professional Development Award TESOL,9,32,Education,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
23598,SQA Awarding Body,SQA Awarding Body,GA3649,,Professional Development Award Childhood Practice,9,120,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
23586,SQA Awarding Body,SQA Awarding Body,G8TP49,,Professional Development Award Practice Learning (Social Services),9,48,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
23585,SQA Awarding Body,SQA Awarding Body,G8TM49,,Professional Development Award Practice Learning,9,48,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
23584,SQA Awarding Body,SQA Awarding Body,G8RE49,,Professional Development Award Managing and Leading a Curriculum Team,9,16,Education,Management,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
23582,SQA Awarding Body,SQA Awarding Body,G8JP49,,Professional Development Award Professional Photography,9,0,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
23544,SQA Awarding Body,SQA Awarding Body,G9CT48,,Professional Development Award Managing Self and Others,8,24,Management,Personal Development,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
23543,SQA Awarding Body,SQA Awarding Body,G9CN48,,Professional Development Award Leadership and Change,8,16,Management,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
23542,SQA Awarding Body,SQA Awarding Body,G9CK48,,Professional Development Award Project Management,8,24,Management,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
23538,SQA Awarding Body,SQA Awarding Body,G95T48,,Professional Development Award Conveyancing,8,48,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
23537,SQA Awarding Body,SQA Awarding Body,G95P48,,Professional Development Award Executries,8,40,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
23536,SQA Awarding Body,SQA Awarding Body,G94J48,,Professional Development Award Health and Safety Practice,8,76,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
23535,SQA Awarding Body,SQA Awarding Body,G93Y48,,Professional Development Award Forestry,8,0,Land Based Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
23533,SQA Awarding Body,SQA Awarding Body,G90C48,,International Vocational Award Operational Policing: Models and Practice,8,48,Public Services,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/05/2008,31/07/2015,0,0
23532,SQA Awarding Body,SQA Awarding Body,G90A48,,International Vocational Award Police Management,8,72,Public Services,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/05/2008,31/07/2018,0,0
23528,SQA Awarding Body,SQA Awarding Body,G8RL48,,Professional Development Award Oral Health Care: Dental Managers,8,40,Health and Social Care,Management,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
23527,SQA Awarding Body,SQA Awarding Body,G8LP48,,Professional Development Award Renewable Energy Systems,8,48,Energy,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
23525,SQA Awarding Body,SQA Awarding Body,G8L548,,Professional Development Award Network Technology,8,64,Computing,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
23524,SQA Awarding Body,SQA Awarding Body,G8L448,,Professional Development Award Database Programming,8,54,Computing,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
23519,SQA Awarding Body,SQA Awarding Body,GG1J47,,National (Workplace) Diploma in Waste Management Operations: Managing Transfer - Non-Hazardous Waste,7,0,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,19/09/2012,31/07/2021,0,0
23517,SQA Awarding Body,SQA Awarding Body,GF5P47,,National (Workplace) PDA in Promoting Positive Behaviour,7,36,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
23516,SQA Awarding Body,SQA Awarding Body,GF3R47,,Professional Development Award Supported Employment Practice,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
23510,SQA Awarding Body,SQA Awarding Body,GE3F47,,Professional Development Award Website Design,7,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
23509,SQA Awarding Body,SQA Awarding Body,GC6H47,,Professional Development Award Managing Self and the Work of Others,7,22,Management,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/06/2011,0000-00-00,0,0
23508,SQA Awarding Body,SQA Awarding Body,GC3N47,,Professional Development Award Ecological Surveying,7,56,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
23507,SQA Awarding Body,SQA Awarding Body,GA7M47,,Professional Development Award Children and Young People's Health and Wellbeing,7,80,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,02/03/2011,0000-00-00,0,0
23506,SQA Awarding Body,SQA Awarding Body,GA5147,,Professional Development Award Scottish FA: Refereeing,7,16,Sport and Leisure,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
23505,SQA Awarding Body,SQA Awarding Body,GA5047,,Professional Development Award Sports Coach Education Tutoring,7,24,Sport and Leisure,Education,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
23504,SQA Awarding Body,SQA Awarding Body,GA1147,,Professional Development Award Office Administration,7,32,Business and Administration,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
23503,SQA Awarding Body,SQA Awarding Body,G9WA47,,Professional Development Award Mental Health Peer Support,7,16,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
23502,SQA Awarding Body,SQA Awarding Body,G9V547,,Professional Development Award Health and Social Care: Administration of Medication,7,16,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
